State Code,County Code,Site Num,Address,State,County,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,7/29/02,Parts per billion,8.086957,13,6,12,Parts per million,0.026667,0.029,20,25,Parts per billion,1,1,2,,Parts per million,0.466667,0.5,8,6
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,7/30/02,Parts per billion,8.73913,14,6,13,Parts per million,0.026667,0.031,12,26,Parts per billion,1.136364,2,5,3,Parts per million,0.504348,0.6,7,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,7/30/02,Parts per billion,8.73913,14,6,13,Parts per million,0.026667,0.031,12,26,Parts per billion,1.136364,2,5,3,Parts per million,0.5,0.6,12,7
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,7/30/02,Parts per billion,8.73913,14,6,13,Parts per million,0.026667,0.031,12,26,Parts per billion,1.085714,1.6,8,,Parts per million,0.504348,0.6,7,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,7/30/02,Parts per billion,8.73913,14,6,13,Parts per million,0.026667,0.031,12,26,Parts per billion,1.085714,1.6,8,,Parts per million,0.5,0.6,12,7
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,7/31/02,Parts per billion,8.130435,13,5,12,Parts per million,0.026292,0.032,10,27,Parts per billion,1,1,0,1,Parts per million,0.513043,0.6,6,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,7/31/02,Parts per billion,8.130435,13,5,12,Parts per million,0.026292,0.032,10,27,Parts per billion,1,1,0,1,Parts per million,0.504167,0.6,16,7
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,7/31/02,Parts per billion,8.130435,13,5,12,Parts per million,0.026292,0.032,10,27,Parts per billion,1,1,2,,Parts per million,0.513043,0.6,6,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,7/31/02,Parts per billion,8.130435,13,5,12,Parts per million,0.026292,0.032,10,27,Parts per billion,1,1,2,,Parts per million,0.504167,0.6,16,7
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/1/02,Parts per billion,7.869565,17,7,16,Parts per million,0.019125,0.022,19,19,Parts per billion,1.227273,2,5,3,Parts per million,0.504348,0.7,7,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/1/02,Parts per billion,7.869565,17,7,16,Parts per million,0.019125,0.022,19,19,Parts per billion,1.227273,2,5,3,Parts per million,0.5,0.6,12,7
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/1/02,Parts per billion,7.869565,17,7,16,Parts per million,0.019125,0.022,19,19,Parts per billion,1.185714,2,8,,Parts per million,0.504348,0.7,7,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/1/02,Parts per billion,7.869565,17,7,16,Parts per million,0.019125,0.022,19,19,Parts per billion,1.185714,2,8,,Parts per million,0.5,0.6,12,7
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/2/02,Parts per billion,7.913043,14,6,13,Parts per million,0.021208,0.024,9,20,Parts per billion,1.136364,2,6,3,Parts per million,0.508696,0.6,6,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/2/02,Parts per billion,7.913043,14,6,13,Parts per million,0.021208,0.024,9,20,Parts per billion,1.136364,2,6,3,Parts per million,0.5,0.5,0,6
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/2/02,Parts per billion,7.913043,14,6,13,Parts per million,0.021208,0.024,9,20,Parts per billion,1.142857,2,8,,Parts per million,0.508696,0.6,6,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/2/02,Parts per billion,7.913043,14,6,13,Parts per million,0.021208,0.024,9,20,Parts per billion,1.142857,2,8,,Parts per million,0.5,0.5,0,6
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/3/02,Parts per billion,6.956522,11,8,10,Parts per million,0.023583,0.027,15,23,Parts per billion,1.272727,2,5,3,Parts per million,0.517391,0.6,7,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/3/02,Parts per billion,6.956522,11,8,10,Parts per million,0.023583,0.027,15,23,Parts per billion,1.272727,2,5,3,Parts per million,0.5125,0.6,12,7
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/3/02,Parts per billion,6.956522,11,8,10,Parts per million,0.023583,0.027,15,23,Parts per billion,1.228571,2,8,,Parts per million,0.517391,0.6,7,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/3/02,Parts per billion,6.956522,11,8,10,Parts per million,0.023583,0.027,15,23,Parts per billion,1.228571,2,8,,Parts per million,0.5125,0.6,12,7
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/4/02,Parts per billion,5.695652,12,19,11,Parts per million,0.018333,0.02,0,17,Parts per billion,1,1,0,1,Parts per million,0.456522,0.6,19,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/4/02,Parts per billion,5.695652,12,19,11,Parts per million,0.018333,0.02,0,17,Parts per billion,1,1,0,1,Parts per million,0.454167,0.5,0,6
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/4/02,Parts per billion,5.695652,12,19,11,Parts per million,0.018333,0.02,0,17,Parts per billion,1,1,2,,Parts per million,0.456522,0.6,19,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/4/02,Parts per billion,5.695652,12,19,11,Parts per million,0.018333,0.02,0,17,Parts per billion,1,1,2,,Parts per million,0.454167,0.5,0,6
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/5/02,Parts per billion,9.782609,14,5,13,Parts per million,0.020708,0.025,9,21,Parts per billion,1.090909,2,5,3,Parts per million,0.517391,0.7,7,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/5/02,Parts per billion,9.782609,14,5,13,Parts per million,0.020708,0.025,9,21,Parts per billion,1.090909,2,5,3,Parts per million,0.529167,0.6,8,7
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/5/02,Parts per billion,9.782609,14,5,13,Parts per million,0.020708,0.025,9,21,Parts per billion,1.042857,1.3,14,,Parts per million,0.517391,0.7,7,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/5/02,Parts per billion,9.782609,14,5,13,Parts per million,0.020708,0.025,9,21,Parts per billion,1.042857,1.3,14,,Parts per million,0.529167,0.6,8,7
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/6/02,Parts per billion,10.391304,22,6,21,Parts per million,0.020542,0.026,9,22,Parts per billion,1.181818,2,10,3,Parts per million,0.521739,0.8,6,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/6/02,Parts per billion,10.391304,22,6,21,Parts per million,0.020542,0.026,9,22,Parts per billion,1.181818,2,10,3,Parts per million,0.516667,0.6,8,7
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/6/02,Parts per billion,10.391304,22,6,21,Parts per million,0.020542,0.026,9,22,Parts per billion,1.171429,1.6,17,,Parts per million,0.521739,0.8,6,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/6/02,Parts per billion,10.391304,22,6,21,Parts per million,0.020542,0.026,9,22,Parts per billion,1.171429,1.6,17,,Parts per million,0.516667,0.6,8,7
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/7/02,Parts per billion,21.130435,31,20,29,Parts per million,0.0155,0.027,11,23,Parts per billion,1.818182,4,11,6,Parts per million,0.730435,1.4,6,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/7/02,Parts per billion,21.130435,31,20,29,Parts per million,0.0155,0.027,11,23,Parts per billion,1.818182,4,11,6,Parts per million,0.695833,0.9,10,10
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/7/02,Parts per billion,21.130435,31,20,29,Parts per million,0.0155,0.027,11,23,Parts per billion,1.771429,2.6,11,,Parts per million,0.730435,1.4,6,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/7/02,Parts per billion,21.130435,31,20,29,Parts per million,0.0155,0.027,11,23,Parts per billion,1.771429,2.6,11,,Parts per million,0.695833,0.9,10,10
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/8/02,Parts per billion,33.73913,65,11,63,Parts per million,0.014583,0.035,12,30,Parts per billion,4.227273,19,8,27,Parts per million,0.943478,1.4,6,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/8/02,Parts per billion,33.73913,65,11,63,Parts per million,0.014583,0.035,12,30,Parts per billion,4.227273,19,8,27,Parts per million,0.925,1.2,11,14
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/8/02,Parts per billion,33.73913,65,11,63,Parts per million,0.014583,0.035,12,30,Parts per billion,4.328571,11,11,,Parts per million,0.943478,1.4,6,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/8/02,Parts per billion,33.73913,65,11,63,Parts per million,0.014583,0.035,12,30,Parts per billion,4.328571,11,11,,Parts per million,0.925,1.2,11,14
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/9/02,Parts per billion,38.826087,75,10,73,Parts per million,0.016958,0.039,11,33,Parts per billion,4.136364,11,9,16,Parts per million,1.16087,2.6,6,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/9/02,Parts per billion,38.826087,75,10,73,Parts per million,0.016958,0.039,11,33,Parts per billion,4.136364,11,9,16,Parts per million,1.170833,1.7,6,19
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/9/02,Parts per billion,38.826087,75,10,73,Parts per million,0.016958,0.039,11,33,Parts per billion,4.1,8.6,8,,Parts per million,1.16087,2.6,6,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/9/02,Parts per billion,38.826087,75,10,73,Parts per million,0.016958,0.039,11,33,Parts per billion,4.1,8.6,8,,Parts per million,1.170833,1.7,6,19
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/10/02,Parts per billion,23.304348,46,0,43,Parts per million,0.01825,0.028,10,24,Parts per billion,2.363636,8,9,11,Parts per million,0.817391,1.4,0,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/10/02,Parts per billion,23.304348,46,0,43,Parts per million,0.01825,0.028,10,24,Parts per billion,2.363636,8,9,11,Parts per million,0.891667,1.1,3,13
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/10/02,Parts per billion,23.304348,46,0,43,Parts per million,0.01825,0.028,10,24,Parts per billion,2.342857,4.6,11,,Parts per million,0.817391,1.4,0,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/10/02,Parts per billion,23.304348,46,0,43,Parts per million,0.01825,0.028,10,24,Parts per billion,2.342857,4.6,11,,Parts per million,0.891667,1.1,3,13
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/11/02,Parts per billion,10.391304,13,18,12,Parts per million,0.0325,0.042,21,36,Parts per billion,1.136364,2,5,3,Parts per million,0.6,0.7,17,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/11/02,Parts per billion,10.391304,13,18,12,Parts per million,0.0325,0.042,21,36,Parts per billion,1.136364,2,5,3,Parts per million,0.6,0.6,0,7
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/11/02,Parts per billion,10.391304,13,18,12,Parts per million,0.0325,0.042,21,36,Parts per billion,1.085714,1.6,8,,Parts per million,0.6,0.7,17,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/11/02,Parts per billion,10.391304,13,18,12,Parts per million,0.0325,0.042,21,36,Parts per billion,1.085714,1.6,8,,Parts per million,0.6,0.6,0,7
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/12/02,Parts per billion,13.73913,20,5,19,Parts per million,0.029542,0.036,0,31,Parts per billion,1.318182,2,8,3,Parts per million,0.678261,0.9,16,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/12/02,Parts per billion,13.73913,20,5,19,Parts per million,0.029542,0.036,0,31,Parts per billion,1.318182,2,8,3,Parts per million,0.683333,0.8,16,9
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/12/02,Parts per billion,13.73913,20,5,19,Parts per million,0.029542,0.036,0,31,Parts per billion,1.3,1.6,14,,Parts per million,0.678261,0.9,16,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/12/02,Parts per billion,13.73913,20,5,19,Parts per million,0.029542,0.036,0,31,Parts per billion,1.3,1.6,14,,Parts per million,0.683333,0.8,16,9
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/13/02,Parts per billion,10.217391,17,7,16,Parts per million,0.031167,0.035,18,30,Parts per billion,1.318182,2,5,3,Parts per million,0.617391,0.7,7,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/13/02,Parts per billion,10.217391,17,7,16,Parts per million,0.031167,0.035,18,30,Parts per billion,1.318182,2,5,3,Parts per million,0.620833,0.7,12,8
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/13/02,Parts per billion,10.217391,17,7,16,Parts per million,0.031167,0.035,18,30,Parts per billion,1.271429,2,8,,Parts per million,0.617391,0.7,7,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/13/02,Parts per billion,10.217391,17,7,16,Parts per million,0.031167,0.035,18,30,Parts per billion,1.271429,2,8,,Parts per million,0.620833,0.7,12,8
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/14/02,Parts per billion,8.869565,17,7,16,Parts per million,0.028167,0.03,0,25,Parts per billion,1.136364,2,1,3,Parts per million,0.591304,0.8,7,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/14/02,Parts per billion,8.869565,17,7,16,Parts per million,0.028167,0.03,0,25,Parts per billion,1.136364,2,1,3,Parts per million,0.608333,0.7,9,8
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/14/02,Parts per billion,8.869565,17,7,16,Parts per million,0.028167,0.03,0,25,Parts per billion,1.128571,1.6,11,,Parts per million,0.591304,0.8,7,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/14/02,Parts per billion,8.869565,17,7,16,Parts per million,0.028167,0.03,0,25,Parts per billion,1.128571,1.6,11,,Parts per million,0.608333,0.7,9,8
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/15/02,Parts per billion,9.565217,18,8,17,Parts per million,0.02425,0.026,0,22,Parts per billion,1.227273,2,5,3,Parts per million,0.578261,0.7,8,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/15/02,Parts per billion,9.565217,18,8,17,Parts per million,0.02425,0.026,0,22,Parts per billion,1.227273,2,5,3,Parts per million,0.5625,0.6,9,7
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/15/02,Parts per billion,9.565217,18,8,17,Parts per million,0.02425,0.026,0,22,Parts per billion,1.185714,2,8,,Parts per million,0.578261,0.7,8,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/15/02,Parts per billion,9.565217,18,8,17,Parts per million,0.02425,0.026,0,22,Parts per billion,1.185714,2,8,,Parts per million,0.5625,0.6,9,7
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/16/02,Parts per billion,9.130435,15,6,14,Parts per million,0.023417,0.027,22,23,Parts per billion,1,1,0,1,Parts per million,0.578261,0.7,6,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/16/02,Parts per billion,9.130435,15,6,14,Parts per million,0.023417,0.027,22,23,Parts per billion,1,1,0,1,Parts per million,0.575,0.6,0,7
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/16/02,Parts per billion,9.130435,15,6,14,Parts per million,0.023417,0.027,22,23,Parts per billion,1,1,2,,Parts per million,0.578261,0.7,6,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/16/02,Parts per billion,9.130435,15,6,14,Parts per million,0.023417,0.027,22,23,Parts per billion,1,1,2,,Parts per million,0.575,0.6,0,7
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/17/02,Parts per billion,6.956522,10,20,9,Parts per million,0.028542,0.033,19,28,Parts per billion,1.272727,2,5,3,Parts per million,0.543478,0.6,8,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/17/02,Parts per billion,6.956522,10,20,9,Parts per million,0.028542,0.033,19,28,Parts per billion,1.272727,2,5,3,Parts per million,0.520833,0.6,19,7
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/17/02,Parts per billion,6.956522,10,20,9,Parts per million,0.028542,0.033,19,28,Parts per billion,1.228571,2,8,,Parts per million,0.543478,0.6,8,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/17/02,Parts per billion,6.956522,10,20,9,Parts per million,0.028542,0.033,19,28,Parts per billion,1.228571,2,8,,Parts per million,0.520833,0.6,19,7
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/18/02,Parts per billion,6,8,9,8,Parts per million,0.027625,0.031,0,26,Parts per billion,1.045455,2,17,3,Parts per million,0.582609,0.7,9,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/18/02,Parts per billion,6,8,9,8,Parts per million,0.027625,0.031,0,26,Parts per billion,1.045455,2,17,3,Parts per million,0.575,0.6,0,7
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/18/02,Parts per billion,6,8,9,8,Parts per million,0.027625,0.031,0,26,Parts per billion,1.042857,1.3,17,,Parts per million,0.582609,0.7,9,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/18/02,Parts per billion,6,8,9,8,Parts per million,0.027625,0.031,0,26,Parts per billion,1.042857,1.3,17,,Parts per million,0.575,0.6,0,7
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/19/02,Parts per billion,9.26087,13,16,12,Parts per million,0.023917,0.028,19,24,Parts per billion,1.272727,2,5,3,Parts per million,0.626087,0.8,16,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/19/02,Parts per billion,9.26087,13,16,12,Parts per million,0.023917,0.028,19,24,Parts per billion,1.272727,2,5,3,Parts per million,0.625,0.7,13,8
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/19/02,Parts per billion,9.26087,13,16,12,Parts per million,0.023917,0.028,19,24,Parts per billion,1.228571,2,8,,Parts per million,0.626087,0.8,16,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/19/02,Parts per billion,9.26087,13,16,12,Parts per million,0.023917,0.028,19,24,Parts per billion,1.228571,2,8,,Parts per million,0.625,0.7,13,8
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/20/02,Parts per billion,8.73913,21,5,20,Parts per million,0.012708,0.02,0,17,Parts per billion,1.136364,2,13,3,Parts per million,0.608696,0.9,6,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/20/02,Parts per billion,8.73913,21,5,20,Parts per million,0.012708,0.02,0,17,Parts per billion,1.136364,2,13,3,Parts per million,0.629167,0.7,7,8
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/20/02,Parts per billion,8.73913,21,5,20,Parts per million,0.012708,0.02,0,17,Parts per billion,1.128571,1.6,17,,Parts per million,0.608696,0.9,6,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/20/02,Parts per billion,8.73913,21,5,20,Parts per million,0.012708,0.02,0,17,Parts per billion,1.128571,1.6,17,,Parts per million,0.629167,0.7,7,8
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/21/02,Parts per billion,9,15,6,14,Parts per million,0.020708,0.03,19,25,Parts per billion,1.227273,2,5,3,Parts per million,0.608696,0.9,7,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/21/02,Parts per billion,9,15,6,14,Parts per million,0.020708,0.03,19,25,Parts per billion,1.227273,2,5,3,Parts per million,0.6,0.7,10,8
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/21/02,Parts per billion,9,15,6,14,Parts per million,0.020708,0.03,19,25,Parts per billion,1.171429,1.6,8,,Parts per million,0.608696,0.9,7,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/21/02,Parts per billion,9,15,6,14,Parts per million,0.020708,0.03,19,25,Parts per billion,1.171429,1.6,8,,Parts per million,0.6,0.7,10,8
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/22/02,Parts per billion,8.608696,13,9,12,Parts per million,0.027375,0.034,21,29,Parts per billion,1,1,0,1,Parts per million,0.613043,0.7,7,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/22/02,Parts per billion,8.608696,13,9,12,Parts per million,0.027375,0.034,21,29,Parts per billion,1,1,0,1,Parts per million,0.620833,0.7,12,8
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/22/02,Parts per billion,8.608696,13,9,12,Parts per million,0.027375,0.034,21,29,Parts per billion,1,1,2,,Parts per million,0.613043,0.7,7,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/22/02,Parts per billion,8.608696,13,9,12,Parts per million,0.027375,0.034,21,29,Parts per billion,1,1,2,,Parts per million,0.620833,0.7,12,8
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/23/02,Parts per billion,9.086957,17,6,16,Parts per million,0.026417,0.03,0,25,Parts per billion,1.318182,2,5,3,Parts per million,0.626087,0.8,7,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/23/02,Parts per billion,9.086957,17,6,16,Parts per million,0.026417,0.03,0,25,Parts per billion,1.318182,2,5,3,Parts per million,0.6375,0.7,10,8
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/23/02,Parts per billion,9.086957,17,6,16,Parts per million,0.026417,0.03,0,25,Parts per billion,1.285714,2,8,,Parts per million,0.626087,0.8,7,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/23/02,Parts per billion,9.086957,17,6,16,Parts per million,0.026417,0.03,0,25,Parts per billion,1.285714,2,8,,Parts per million,0.6375,0.7,10,8
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/24/02,Parts per billion,6.521739,10,11,9,Parts per million,0.021292,0.027,0,23,Parts per billion,1.181818,2,11,3,Parts per million,0.569565,0.7,8,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/24/02,Parts per billion,6.521739,10,11,9,Parts per million,0.021292,0.027,0,23,Parts per billion,1.181818,2,11,3,Parts per million,0.583333,0.6,0,7
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/24/02,Parts per billion,6.521739,10,11,9,Parts per million,0.021292,0.027,0,23,Parts per billion,1.171429,1.6,14,,Parts per million,0.569565,0.7,8,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/24/02,Parts per billion,6.521739,10,11,9,Parts per million,0.021292,0.027,0,23,Parts per billion,1.171429,1.6,14,,Parts per million,0.583333,0.6,0,7
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/25/02,Parts per billion,3,4,0,4,Parts per million,0.014583,0.016,6,14,Parts per billion,1.318182,2,5,3,Parts per million,0.565217,0.7,14,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/25/02,Parts per billion,3,4,0,4,Parts per million,0.014583,0.016,6,14,Parts per billion,1.318182,2,5,3,Parts per million,0.5625,0.6,0,7
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/25/02,Parts per billion,3,4,0,4,Parts per million,0.014583,0.016,6,14,Parts per billion,1.271429,2,8,,Parts per million,0.565217,0.7,14,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/25/02,Parts per billion,3,4,0,4,Parts per million,0.014583,0.016,6,14,Parts per billion,1.271429,2,8,,Parts per million,0.5625,0.6,0,7
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/28/02,Parts per billion,10.363636,13,23,12,Parts per million,0.023208,0.03,12,25,Parts per billion,1.181818,2,6,3,Parts per million,0.495652,0.8,7,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/28/02,Parts per billion,10.363636,13,23,12,Parts per million,0.023208,0.03,12,25,Parts per billion,1.181818,2,6,3,Parts per million,0.554167,0.7,0,8
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/28/02,Parts per billion,10.363636,13,23,12,Parts per million,0.023208,0.03,12,25,Parts per billion,1.171429,1.6,8,,Parts per million,0.495652,0.8,7,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/28/02,Parts per billion,10.363636,13,23,12,Parts per million,0.023208,0.03,12,25,Parts per billion,1.171429,1.6,8,,Parts per million,0.554167,0.7,0,8
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/29/02,Parts per billion,11.363636,27,5,25,Parts per million,0.027875,0.032,7,27,Parts per billion,1.047619,2,5,3,Parts per million,0.422727,0.6,6,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/29/02,Parts per billion,11.363636,27,5,25,Parts per million,0.027875,0.032,7,27,Parts per billion,1.047619,2,5,3,Parts per million,0.433333,0.5,8,6
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/29/02,Parts per billion,11.363636,27,5,25,Parts per million,0.027875,0.032,7,27,Parts per billion,1,1,2,,Parts per million,0.422727,0.6,6,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/29/02,Parts per billion,11.363636,27,5,25,Parts per million,0.027875,0.032,7,27,Parts per billion,1,1,2,,Parts per million,0.433333,0.5,8,6
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/30/02,Parts per billion,11.590909,21,7,20,Parts per million,0.02775,0.034,10,29,Parts per billion,1,1,0,1,Parts per million,0.447826,0.6,7,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/30/02,Parts per billion,11.590909,21,7,20,Parts per million,0.02775,0.034,10,29,Parts per billion,1,1,0,1,Parts per million,0.441667,0.5,9,6
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/30/02,Parts per billion,11.590909,21,7,20,Parts per million,0.02775,0.034,10,29,Parts per billion,1,1,2,,Parts per million,0.447826,0.6,7,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/30/02,Parts per billion,11.590909,21,7,20,Parts per million,0.02775,0.034,10,29,Parts per billion,1,1,2,,Parts per million,0.441667,0.5,9,6
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/31/02,Parts per billion,15.826087,30,22,28,Parts per million,0.017125,0.028,9,24,Parts per billion,1.545455,4,9,6,Parts per million,0.543478,0.9,22,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,8/31/02,Parts per billion,15.826087,30,22,28,Parts per million,0.017125,0.028,9,24,Parts per billion,1.545455,4,9,6,Parts per million,0.516667,0.6,13,7
